churn,SeniorCitizen,tenure,MonthlyCharges,TotalCharges
0,0.0,-1.2666073225576369,-1.055551831547552,-0.9635070107399085
0,0.0,0.07340975697196568,-0.1615598859072356,-0.13003251806298108
1,0.0,-1.2260007443900731,-0.26382464721664456,-0.9284138196681457
0,0.0,0.5200821168151665,-0.6448433546758939,-0.1518817270635996
1,0.0,-1.2260007443900731,0.2920338134490135,-0.9089176024060555
1,0.0,-0.9823612753846909,1.2470547295481709,-0.6091464549175695
0,0.0,-0.4138691810387989,0.8990246547693757,-0.10318600279863131
0,0.0,-0.9011481190495634,-1.0588506948155976,-0.8415772197938928
1,0.0,-0.17022971203341658,1.4169461878525111,0.38832035721220537
0,0.0,1.2103939456637496,-0.1879507920515993,0.5863750332608887
0,0.0,-0.7793283845468723,-0.39248031467041694,-0.7135968786630904
0,0.0,-0.6575086500441811,-1.4151279277645061,-0.8304173161197307
0,0.0,1.0479676329934948,1.2701467724244886,1.5693205249471758
1,0.0,0.6825084294854213,1.3806586919040114,1.2803283205656615
0,0.0,-0.2920494465361077,1.4400382307288293,0.22697235228456103
0,0.0,1.4946399928366956,1.6957001340023516,2.561633164697317
0,0.0,0.8043281639881125,-1.3590472522077335,-0.5184106115908984
0,0.0,1.575853149171823,1.4796245899453748,2.3317570765656814
1,0.0,-0.9011481190495634,-0.21928999309803093,-0.7400848428053787
0,0.0,-0.4544757592063626,0.9303638558158075,-0.14195434287152364
0,0.0,-0.819934962714436,-1.3870875899861195,-0.8862392439356699
1,0.0,-1.2666073225576369,-1.3755415685479606,-0.9678544430949033
0,0.0,1.0479676329934948,-0.06424341949989501,0.5940614729400807
0,0.0,0.6825084294854213,-0.07414000930403127,0.35437004784201354
0,0.0,-0.08901655569828917,-0.21599112982998567,-0.29088751519779105
1,0.0,0.601295273150294,1.237158139744034,1.151630877190736
1,0.0,-1.2666073225576369,-1.044005810109393,-0.9633501446240067
0,0.0,1.6164597273393868,0.9369615823518985,1.877831356035909
1,0.0,-0.6169020718766174,0.09410201736628664,-0.4869701600751366
0,0.0,-0.2108362902009803,0.14193553475294574,-0.13677776104676173
0,0.0,-1.2666073225576369,-1.373892136913938,-0.9678320336497745
0,0.0,1.6164597273393868,1.2553018877182844,2.273246015334282
1,0.0,-1.1041810098873819,0.25904518076855904,-0.8348543862552409
0,0.0,0.5606886949827302,0.4272872074388767,0.6134232335313982
1,0.0,0.07340975697196568,1.4680785685072155,0.613849012988846
1,0.0,-0.8605415408819997,1.1876751907233525,-0.48145743657344203
0,0.0,-0.9011481190495634,-0.40567576774259895,-0.7636819885260466
0,0.0,1.5352465710042593,0.2425508644283318,1.2068477499881969
0,0.0,-0.6169020718766174,-1.355748388939688,-0.7894304409790832
0,0.0,1.2510005238313133,0.5938798024751717,1.2019624909501097
